ID,Title,Difficulty,Category,Company Count,Companies,LeetCode Link,Topics
560,Find the Shortest Superstring,HARD,Array,1,DEShaw,https://leetcode.com/problems/find-the-shortest-superstring,"Array, String, Dynamic Programming, Bit Manipulation, Bitmask"
561,Find the Sum of the Power of All Subsequences,HARD,Array,1,DEShaw,https://leetcode.com/problems/find-the-sum-of-the-power-of-all-subsequences,"Array, Dynamic Programming"
562,Get the Maximum Score,HARD,Array,1,Intuit,https://leetcode.com/problems/get-the-maximum-score,"Array, Two Pointers, Dynamic Programming, Greedy"
563,IPO,HARD,Array,1,Salesforce,https://leetcode.com/problems/ipo,"Array, Greedy, Sorting, Heap (Priority Queue)"
564,Kth Smallest Product of Two Sorted Arrays,HARD,Array,1,Linkedln,https://leetcode.com/problems/kth-smallest-product-of-two-sorted-arrays,"Array, Binary Search"
565,Last Day Where You Can Still Cross,HARD,Array,1,Atlassian,https://leetcode.com/problems/last-day-where-you-can-still-cross,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Matrix"
566,Length of Longest V-Shaped Diagonal Segment,HARD,Array,1,Visa,https://leetcode.com/problems/length-of-longest-v-shaped-diagonal-segment,"Array, Dynamic Programming, Memoization, Matrix"
567,Longest Path With Different Adjacent Characters,HARD,Array,1,Uber,https://leetcode.com/problems/longest-path-with-different-adjacent-characters,"Array, String, Tree, Depth-First Search, Graph, Topological Sort"
568,Max Sum of Rectangle No Larger Than K,HARD,Array,1,DEShaw,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k,"Array, Binary Search, Matrix, Prefix Sum, Ordered Set"
569,Maximize Subarrays After Removing One Conflicting Pair,HARD,Array,1,Linkedln,https://leetcode.com/problems/maximize-subarrays-after-removing-one-conflicting-pair,"Array, Segment Tree, Enumeration, Prefix Sum"
570,Maximum Frequency Score of a Subarray,HARD,Array,1,PayPal,https://leetcode.com/problems/maximum-frequency-score-of-a-subarray,"Array, Hash Table, Math, Stack, Sliding Window"
571,Maximum Number of Points From Grid Queries,HARD,Array,1,JP Morgan,https://leetcode.com/problems/maximum-number-of-points-from-grid-queries,"Array, Two Pointers, Breadth-First Search, Union Find, Sorting, Heap (Priority Queue), Matrix"
572,Maximum Number of Visible Points,HARD,Array,1,NVIDIA,https://leetcode.com/problems/maximum-number-of-visible-points,"Array, Math, Geometry, Sliding Window, Sorting"
573,Maximum Path Quality of a Graph,HARD,Array,1,Atlassian,https://leetcode.com/problems/maximum-path-quality-of-a-graph,"Array, Backtracking, Graph"
574,Maximum Points After Collecting Coins From All Nodes,HARD,Array,1,DEShaw,https://leetcode.com/problems/maximum-points-after-collecting-coins-from-all-nodes,"Array, Dynamic Programming, Bit Manipulation, Tree, Depth-First Search, Memoization"
575,Maximum Profitable Triplets With Increasing Prices II,HARD,Array,1,IBM,https://leetcode.com/problems/maximum-profitable-triplets-with-increasing-prices-ii,"Array, Binary Indexed Tree, Segment Tree"
576,Maximum Running Time of N Computers,HARD,Array,1,Flipkart,https://leetcode.com/problems/maximum-running-time-of-n-computers,"Array, Binary Search, Greedy, Sorting"
577,Maximum Spending After Buying Items,HARD,Array,1,Zomato,https://leetcode.com/problems/maximum-spending-after-buying-items,"Array, Greedy, Sorting, Heap (Priority Queue), Matrix"
578,Maximum Strength of K Disjoint Subarrays,HARD,Array,1,DEShaw,https://leetcode.com/problems/maximum-strength-of-k-disjoint-subarrays,"Array, Dynamic Programming, Prefix Sum"
579,Maximum Total Beauty of the Gardens,HARD,Array,1,Intuit,https://leetcode.com/problems/maximum-total-beauty-of-the-gardens,"Array, Two Pointers, Binary Search, Greedy, Sorting, Enumeration, Prefix Sum"
580,Minimum Adjacent Swaps for K Consecutive Ones,HARD,Array,1,Flipkart,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones,"Array, Greedy, Sliding Window, Prefix Sum"
581,Minimum Cost Walk in Weighted Graph,HARD,Array,1,DEShaw,https://leetcode.com/problems/minimum-cost-walk-in-weighted-graph,"Array, Bit Manipulation, Union Find, Graph"
582,Minimum Cost to Convert String II,HARD,Array,1,Atlassian,https://leetcode.com/problems/minimum-cost-to-convert-string-ii,"Array, String, Dynamic Programming, Graph, Trie, Shortest Path"
583,Minimum Costs Using the Train Line,HARD,Array,1,Citadel,https://leetcode.com/problems/minimum-costs-using-the-train-line,"Array, Dynamic Programming"
584,Minimum Deletions to Make Array Divisible,HARD,Array,1,Linkedln,https://leetcode.com/problems/minimum-deletions-to-make-array-divisible,"Array, Math, Sorting, Heap (Priority Queue), Number Theory"
585,Minimum Number of Operations to Make Arrays Similar,HARD,Array,1,Walmart,https://leetcode.com/problems/minimum-number-of-operations-to-make-arrays-similar,"Array, Greedy, Sorting"
586,Minimum Number of Removals to Make Mountain Array,HARD,Array,1,PayPal,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array,"Array, Binary Search, Dynamic Programming, Greedy"
587,Minimum Number of Visited Cells in a Grid,HARD,Array,1,DEShaw,https://leetcode.com/problems/minimum-number-of-visited-cells-in-a-grid,"Array, Dynamic Programming, Stack, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix, Monotonic Stack"
588,Minimum Replacements to Sort the Array,HARD,Array,1,PayPal,https://leetcode.com/problems/minimum-replacements-to-sort-the-array,"Array, Math, Greedy"
589,Minimum Runes to Add to Cast Spell,HARD,Array,1,DEShaw,https://leetcode.com/problems/minimum-runes-to-add-to-cast-spell,"Array, Depth-First Search, Breadth-First Search, Union Find, Graph, Topological Sort"
590,Minimum Time to Complete All Tasks,HARD,Array,1,Snap,https://leetcode.com/problems/minimum-time-to-complete-all-tasks,"Array, Binary Search, Stack, Greedy, Sorting"
591,Minimum Time to Visit a Cell In a Grid,HARD,Array,1,Atlassian,https://leetcode.com/problems/minimum-time-to-visit-a-cell-in-a-grid,"Array, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path"
592,Minimum Total Cost to Make Arrays Unequal,HARD,Array,1,Flipkart,https://leetcode.com/problems/minimum-total-cost-to-make-arrays-unequal,"Array, Hash Table, Greedy, Counting"
593,Number of Subarrays With AND Value of K,HARD,Array,1,DEShaw,https://leetcode.com/problems/number-of-subarrays-with-and-value-of-k,"Array, Binary Search, Bit Manipulation, Segment Tree"
594,Number of Valid Move Combinations On Chessboard,HARD,Array,1,PayPal,https://leetcode.com/problems/number-of-valid-move-combinations-on-chessboard,"Array, String, Backtracking, Simulation"
595,Number of Ways to Reorder Array to Get Same BST,HARD,Array,1,DEShaw,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst,"Array, Math, Divide and Conquer, Dynamic Programming, Tree, Union Find, Binary Search Tree, Memoization, Combinatorics, Binary Tree"
596,Number of Ways to Separate Numbers,HARD,Array,1,Walmart,https://leetcode.com/problems/number-of-ways-to-separate-numbers,"String, Dynamic Programming, Suffix Array"
597,Odd Even Jump,HARD,Array,1,Google,https://leetcode.com/problems/odd-even-jump,"Array, Dynamic Programming, Stack, Monotonic Stack, Ordered Set"
598,Paint House II,HARD,Array,1,Linkedln,https://leetcode.com/problems/paint-house-ii,"Array, Dynamic Programming"
599,Paint House III,HARD,Array,1,PayPal,https://leetcode.com/problems/paint-house-iii,"Array, Dynamic Programming"
600,Palindrome Pairs,HARD,Array,1,Goldman Sachs,https://leetcode.com/problems/palindrome-pairs,"Array, Hash Table, String, Trie"
601,Partition Array Into Two Arrays to Minimize Sum Difference,HARD,Array,1,Salesforce,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference,"Array, Two Pointers, Binary Search, Dynamic Programming, Bit Manipulation, Ordered Set, Bitmask"
602,Rank Transform of a Matrix,HARD,Array,1,Citadel,https://leetcode.com/problems/rank-transform-of-a-matrix,"Array, Union Find, Graph, Topological Sort, Sorting, Matrix"
603,Read N Characters Given read4 II - Call Multiple Times,HARD,Array,1,Google,https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times,"Array, Simulation, Interactive"
604,Remove Boxes,HARD,Array,1,Cisco,https://leetcode.com/problems/remove-boxes,"Array, Dynamic Programming, Memoization"
605,Self Crossing,HARD,Array,1,Zomato,https://leetcode.com/problems/self-crossing,"Array, Math, Geometry"
606,Selling Pieces of Wood,HARD,Array,1,Palantir,https://leetcode.com/problems/selling-pieces-of-wood,"Array, Dynamic Programming, Memoization"
607,Sliding Puzzle,HARD,Array,1,NVIDIA,https://leetcode.com/problems/sliding-puzzle,"Array, Dynamic Programming, Backtracking, Breadth-First Search, Memoization, Matrix"
608,Smallest Substring With Identical Characters I,HARD,Array,1,Salesforce,https://leetcode.com/problems/smallest-substring-with-identical-characters-i,"Array, Binary Search, Enumeration"
609,Split the Array to Make Coprime Products,HARD,Array,1,Zomato,https://leetcode.com/problems/split-the-array-to-make-coprime-products,"Array, Hash Table, Math, Number Theory"
610,Stream of Characters,HARD,Array,1,Salesforce,https://leetcode.com/problems/stream-of-characters,"Array, String, Design, Trie, Data Stream"
611,Subarrays with K Different Integers,HARD,Array,1,Morgan Stanley,https://leetcode.com/problems/subarrays-with-k-different-integers,"Array, Hash Table, Sliding Window, Counting"
612,Tallest Billboard,HARD,Array,1,Atlassian,https://leetcode.com/problems/tallest-billboard,"Array, Dynamic Programming"
613,The Score of Students Solving Math Expression,HARD,Array,1,Flipkart,https://leetcode.com/problems/the-score-of-students-solving-math-expression,"Array, Math, String, Dynamic Programming, Stack, Memoization"
614,Time Taken to Cross the Door,HARD,Array,1,Google,https://leetcode.com/problems/time-taken-to-cross-the-door,"Array, Queue, Simulation"
615,Time to Cross a Bridge,HARD,Array,1,Linkedln,https://leetcode.com/problems/time-to-cross-a-bridge,"Array, Heap (Priority Queue), Simulation"
616,Transform to Chessboard,HARD,Array,1,Citadel,https://leetcode.com/problems/transform-to-chessboard,"Array, Math, Bit Manipulation, Matrix"
617,Triples with Bitwise AND Equal To Zero,HARD,Array,1,Flipkart,https://leetcode.com/problems/triples-with-bitwise-and-equal-to-zero,"Array, Hash Table, Bit Manipulation"
618,Verbal Arithmetic Puzzle,HARD,Array,1,Atlassian,https://leetcode.com/problems/verbal-arithmetic-puzzle,"Array, Math, String, Backtracking"
619,Word Abbreviation,HARD,Array,1,Snap,https://leetcode.com/problems/word-abbreviation,"Array, String, Greedy, Trie, Sorting"
620,Valid Parentheses,EASY,String,34,Adobe | Amazon | Apple | BlackRock | Bloomberg | Cisco | DEShaw | Dell | Deolite | Goldman Sachs | Google | IBM | Intel | Intuit | JP Morgan | Linkedln | Meta | Microsoft | Morgan Stanley | NVIDIA | Netflix | Oracle | PayPal | Qualcomm | Salesforce | ServiceNow | Spotify | Swiggy | Tesla | Twitter | Uber | Visa | Walmart | Yahoo,https://leetcode.com/problems/valid-parentheses,"String, Stack"
621,Longest Common Prefix,EASY,String,15,Adobe | Amazon | Apple | Bloomberg | Deolite | Google | IBM | Meta | Microsoft | NVIDIA | Oracle | Uber | Visa | Walmart | Yahoo,https://leetcode.com/problems/longest-common-prefix,"String, Trie"
622,Roman to Integer,EASY,String,15,Adobe | Amazon | Apple | Bloomberg | Goldman Sachs | Google | IBM | Meta | Microsoft | Oracle | Salesforce | Snowflake | Uber | Visa | Yahoo,https://leetcode.com/problems/roman-to-integer,"Hash Table, Math, String"
623,Valid Anagram,EASY,String,12,Amazon | Atlassian | BlackRock | Bloomberg | Goldman Sachs | Google | Microsoft | Oracle | PayPal | Tesla | Visa | Walmart,https://leetcode.com/problems/valid-anagram,"Hash Table, String, Sorting"
624,Valid Palindrome,EASY,String,12,Amazon | Apple | Bloomberg | Cisco | Google | Intel | Meta | ServiceNow | Spotify | Uber | Visa | Yahoo,https://leetcode.com/problems/valid-palindrome,"Two Pointers, String"
625,Find the Index of the First Occurrence in a String,EASY,String,10,Adobe | Amazon | Apple | Bloomberg | Google | IBM | Meta | Microsoft | Uber | Yahoo,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string,"Two Pointers, String, String Matching"
626,First Unique Character in a String,EASY,String,10,Amazon | Apple | Bloomberg | Goldman Sachs | Google | Oracle | PayPal | Qualcomm | ServiceNow | Walmart,https://leetcode.com/problems/first-unique-character-in-a-string,"Hash Table, String, Queue, Counting"
627,Add Binary,EASY,String,9,Adobe | Amazon | Apple | Bloomberg | Google | Meta | Microsoft | Uber | Walmart,https://leetcode.com/problems/add-binary,"Math, String, Bit Manipulation, Simulation"
628,Length of Last Word,EASY,String,9,Adobe | Amazon | Apple | Bloomberg | Meta | Microsoft | Qualcomm | Uber | Yahoo,https://leetcode.com/problems/length-of-last-word,String
629,Fizz Buzz,EASY,String,8,Amazon | Cisco | Citadel | IBM | JP Morgan | Linkedln | NVIDIA | Oracle,https://leetcode.com/problems/fizz-buzz,"Math, String, Simulation"
630,Isomorphic Strings,EASY,String,6,Bloomberg | Google | Linkedln | Microsoft | Oracle | Salesforce,https://leetcode.com/problems/isomorphic-strings,"Hash Table, String"
631,Merge Strings Alternately,EASY,String,6,Bloomberg | Google | IBM | Meta | Microsoft | Walmart,https://leetcode.com/problems/merge-strings-alternately,"Two Pointers, String"
632,Count Binary Substrings,EASY,String,5,ByteDance | IBM | JP Morgan | Morgan Stanley | Salesforce,https://leetcode.com/problems/count-binary-substrings,"Two Pointers, String"
633,Is Subsequence,EASY,String,5,Microsoft | NVIDIA | Qualcomm | Salesforce | Tesla,https://leetcode.com/problems/is-subsequence,"Two Pointers, String, Dynamic Programming"
634,Reverse String,EASY,String,5,Apple | Bloomberg | Goldman Sachs | Google | Morgan Stanley,https://leetcode.com/problems/reverse-string,"Two Pointers, String"
635,Add Strings,EASY,String,4,Meta | Microsoft | Oracle | Walmart,https://leetcode.com/problems/add-strings,"Math, String, Simulation"
636,Backspace String Compare,EASY,String,3,Goldman Sachs | IBM | Salesforce,https://leetcode.com/problems/backspace-string-compare,"Two Pointers, String, Stack, Simulation"
637,Count Vowel Substrings of a String,EASY,String,3,Oracle | PayPal | Snowflake,https://leetcode.com/problems/count-vowel-substrings-of-a-string,"Hash Table, String"
638,Check Whether Two Strings are Almost Equivalent,EASY,String,2,JP Morgan | Salesforce,https://leetcode.com/problems/check-whether-two-strings-are-almost-equivalent,"Hash Table, String, Counting"
639,Longest Palindrome,EASY,String,2,Oracle | Walmart,https://leetcode.com/problems/longest-palindrome,"Hash Table, String, Greedy"
640,Ransom Note,EASY,String,2,Microsoft | Spotify,https://leetcode.com/problems/ransom-note,"Hash Table, String, Counting"
641,Reverse Words in a String III,EASY,String,2,Salesforce | Walmart,https://leetcode.com/problems/reverse-words-in-a-string-iii,"Two Pointers, String"
642,Strobogrammatic Number,EASY,String,2,Google | Meta,https://leetcode.com/problems/strobogrammatic-number,"Hash Table, Two Pointers, String"
643,Valid Palindrome II,EASY,String,2,Meta | Walmart,https://leetcode.com/problems/valid-palindrome-ii,"Two Pointers, String, Greedy"
644,Valid Word Abbreviation,EASY,String,2,Meta | Snowflake,https://leetcode.com/problems/valid-word-abbreviation,"Two Pointers, String"
645,Binary Tree Paths,EASY,String,1,Google,https://leetcode.com/problems/binary-tree-paths,"String, Backtracking, Tree, Depth-First Search, Binary Tree"
646,Check if Binary String Has at Most One Segment of Ones,EASY,String,1,Cisco,https://leetcode.com/problems/check-if-binary-string-has-at-most-one-segment-of-ones,String
647,Check if Number Has Equal Digit Count and Digit Value,EASY,String,1,JP Morgan,https://leetcode.com/problems/check-if-number-has-equal-digit-count-and-digit-value,"Hash Table, String, Counting"
648,Check if the Sentence Is Pangram,EASY,String,1,Goldman Sachs,https://leetcode.com/problems/check-if-the-sentence-is-pangram,"Hash Table, String"
649,Consecutive Characters,EASY,String,1,Goldman Sachs,https://leetcode.com/problems/consecutive-characters,String
650,Decode the Message,EASY,String,1,Tesla,https://leetcode.com/problems/decode-the-message,"Hash Table, String"
651,Determine Color of a Chessboard Square,EASY,String,1,JP Morgan,https://leetcode.com/problems/determine-color-of-a-chessboard-square,"Math, String"
652,Excel Sheet Column Title,EASY,String,1,Oracle,https://leetcode.com/problems/excel-sheet-column-title,"Math, String"
653,Find Valid Pair of Adjacent Digits in String,EASY,String,1,Oracle,https://leetcode.com/problems/find-valid-pair-of-adjacent-digits-in-string,"Hash Table, String, Counting"
654,Find the Difference,EASY,String,1,Google,https://leetcode.com/problems/find-the-difference,"Hash Table, String, Bit Manipulation, Sorting"
655,Flip Game,EASY,String,1,Google,https://leetcode.com/problems/flip-game,String
656,Generate Tag for Video Caption,EASY,String,1,Bloomberg,https://leetcode.com/problems/generate-tag-for-video-caption,"String, Simulation"
657,Goat Latin,EASY,String,1,Meta,https://leetcode.com/problems/goat-latin,String
658,Greatest Common Divisor of Strings,EASY,String,1,NVIDIA,https://leetcode.com/problems/greatest-common-divisor-of-strings,"Math, String"
659,Lexicographically Smallest Palindrome,EASY,String,1,PayPal,https://leetcode.com/problems/lexicographically-smallest-palindrome,"Two Pointers, String, Greedy"
660,Lexicographically Smallest String After a Swap,EASY,String,1,JP Morgan,https://leetcode.com/problems/lexicographically-smallest-string-after-a-swap,"String, Greedy"
661,Make The String Great,EASY,String,1,Google,https://leetcode.com/problems/make-the-string-great,"String, Stack"
662,Maximum Difference Between Even and Odd Frequency I,EASY,String,1,Microsoft,https://leetcode.com/problems/maximum-difference-between-even-and-odd-frequency-i,"Hash Table, String, Counting"
663,Maximum Nesting Depth of the Parentheses,EASY,String,1,Intel,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses,"String, Stack"
664,Maximum Number of Balloons,EASY,String,1,Tesla,https://leetcode.com/problems/maximum-number-of-balloons,"Hash Table, String, Counting"
665,Minimum Changes To Make Alternating Binary String,EASY,String,1,Tesla,https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string,String
666,Minimum String Length After Removing Substrings,EASY,String,1,JP Morgan,https://leetcode.com/problems/minimum-string-length-after-removing-substrings,"String, Stack, Simulation"
667,Minimum Time to Type Word Using Special Typewriter,EASY,String,1,Linkedln,https://leetcode.com/problems/minimum-time-to-type-word-using-special-typewriter,"String, Greedy"
668,Number of Valid Words in a Sentence,EASY,String,1,Cisco,https://leetcode.com/problems/number-of-valid-words-in-a-sentence,String
669,Palindrome Permutation,EASY,String,1,Google,https://leetcode.com/problems/palindrome-permutation,"Hash Table, String, Bit Manipulation"
670,Reformat Date,EASY,String,1,Goldman Sachs,https://leetcode.com/problems/reformat-date,String
671,Remove All Adjacent Duplicates In String,EASY,String,1,Goldman Sachs,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string,"String, Stack"
672,Remove Letter To Equalize Frequency,EASY,String,1,Bloomberg,https://leetcode.com/problems/remove-letter-to-equalize-frequency,"Hash Table, String, Counting"
673,Repeated Substring Pattern,EASY,String,1,Salesforce,https://leetcode.com/problems/repeated-substring-pattern,"String, String Matching"
674,Reverse Only Letters,EASY,String,1,Snowflake,https://leetcode.com/problems/reverse-only-letters,"Two Pointers, String"
675,Reverse Vowels of a String,EASY,String,1,Oracle,https://leetcode.com/problems/reverse-vowels-of-a-string,"Two Pointers, String"
676,Robot Return to Origin,EASY,String,1,Goldman Sachs,https://leetcode.com/problems/robot-return-to-origin,"String, Simulation"
677,Rotate String,EASY,String,1,Visa,https://leetcode.com/problems/rotate-string,"String, String Matching"
678,Split a String in Balanced Strings,EASY,String,1,Salesforce,https://leetcode.com/problems/split-a-string-in-balanced-strings,"String, Greedy, Counting"
679,Substrings of Size Three with Distinct Characters,EASY,String,1,Visa,https://leetcode.com/problems/substrings-of-size-three-with-distinct-characters,"Hash Table, String, Sliding Window, Counting"
680,Subtree of Another Tree,EASY,String,1,Morgan Stanley,https://leetcode.com/problems/subtree-of-another-tree,"Tree, Depth-First Search, String Matching, Binary Tree, Hash Function"
681,Word Pattern,EASY,String,1,Google,https://leetcode.com/problems/word-pattern,"Hash Table, String"
682,Longest Substring Without Repeating Characters,MEDIUM,String,34,Adobe | Amazon | Apple | Atlassian | Bloomberg | ByteDance | Cisco | Dell | Deolite | Flipkart | Goldman Sachs | Google | IBM | Intel | Intuit | JP Morgan | Linkedln | Meta | Microsoft | Morgan Stanley | NVIDIA | Netflix | Oracle | PayPal | Qualcomm | Salesforce | ServiceNow | Snowflake | Spotify | Tesla | Uber | Visa | Walmart | Yahoo,https://leetcode.com/problems/longest-substring-without-repeating-characters,"Hash Table, String, Sliding Window"
683,Longest Palindromic Substring,MEDIUM,String,25,Adobe | Amazon | Apple | BlackRock | Bloomberg | ByteDance | Cisco | Dell | Deolite | Goldman Sachs | Google | IBM | JP Morgan | Linkedln | Meta | Microsoft | Morgan Stanley | Oracle | Salesforce | ServiceNow | Tesla | Uber | Visa | Walmart | Yahoo,https://leetcode.com/problems/longest-palindromic-substring,"Two Pointers, String, Dynamic Programming"
684,Letter Combinations of a Phone Number,MEDIUM,String,22,Adobe | Amazon | Apple | Bloomberg | Cisco | Citadel | DEShaw | Goldman Sachs | Google | IBM | JP Morgan | Linkedln | Meta | Microsoft | Morgan Stanley | Oracle | Salesforce | ServiceNow | Swiggy | Tesla | Uber | Yahoo,https://leetcode.com/problems/letter-combinations-of-a-phone-number,"Hash Table, String, Backtracking"
685,Integer to Roman,MEDIUM,String,21,Adobe | Amazon | Apple | Atlassian | Bloomberg | Citadel | Goldman Sachs | Google | IBM | JP Morgan | Linkedln | Meta | Microsoft | Oracle | Salesforce | Swiggy | Twitter | Uber | Visa | Walmart | Yahoo,https://leetcode.com/problems/integer-to-roman,"Hash Table, Math, String"
686,Generate Parentheses,MEDIUM,String,20,Adobe | Amazon | Apple | BlackRock | Bloomberg | DEShaw | Google | IBM | Intuit | JP Morgan | Meta | Microsoft | Morgan Stanley | NVIDIA | Netflix | Oracle | ServiceNow | Uber | Walmart | Yahoo,https://leetcode.com/problems/generate-parentheses,"String, Dynamic Programming, Backtracking"
687,Zigzag Conversion,MEDIUM,String,16,Adobe | Amazon | Apple | Bloomberg | Cisco | Goldman Sachs | Google | Intuit | Meta | Microsoft | Oracle | PayPal | Salesforce | ServiceNow | Uber | Yahoo,https://leetcode.com/problems/zigzag-conversion,String
688,Decode Ways,MEDIUM,String,15,Adobe | Amazon | Apple | Bloomberg | Flipkart | Goldman Sachs | JP Morgan | Meta | Microsoft | Morgan Stanley | Oracle | Salesforce | Snap | Uber | Walmart,https://leetcode.com/problems/decode-ways,"String, Dynamic Programming"
689,Edit Distance,MEDIUM,String,15,Adobe | Amazon | Apple | Bloomberg | Cisco | DEShaw | Deolite | Flipkart | Linkedln | Meta | Microsoft | Snap | Swiggy | Visa | Yahoo,https://leetcode.com/problems/edit-distance,"String, Dynamic Programming"
690,Decode String,MEDIUM,String,13,Amazon | Apple | Bloomberg | ByteDance | Cisco | Goldman Sachs | Google | Intuit | Meta | Ola | Oracle | Salesforce | Walmart,https://leetcode.com/problems/decode-string,"String, Stack, Recursion"
691,Reverse Words in a String,MEDIUM,String,13,Apple | Bloomberg | Cisco | Deolite | Google | Intel | Meta | Microsoft | Morgan Stanley | Snap | Uber | Visa | Walmart,https://leetcode.com/problems/reverse-words-in-a-string,"Two Pointers, String"
692,String to Integer (atoi),MEDIUM,String,13,Adobe | Amazon | Apple | Bloomberg | Databricks | Goldman Sachs | Google | Meta | Microsoft | NVIDIA | Qualcomm | Uber | Yahoo,https://leetcode.com/problems/string-to-integer-atoi,String
693,Simplify Path,MEDIUM,String,12,Adobe | Amazon | Apple | Bloomberg | Citadel | Meta | Microsoft | Oracle | Snowflake | Tesla | Visa | Yahoo,https://leetcode.com/problems/simplify-path,"String, Stack"
694,Basic Calculator II,MEDIUM,String,11,Amazon | Apple | ByteDance | DEShaw | Google | Meta | ServiceNow | Snap | Snowflake | Tesla | Uber,https://leetcode.com/problems/basic-calculator-ii,"Math, String, Stack"
695,Interleaving String,MEDIUM,String,9,Amazon | Apple | DEShaw | Goldman Sachs | Google | Microsoft | Uber | Walmart | Yahoo,https://leetcode.com/problems/interleaving-string,"String, Dynamic Programming"
696,Multiply Strings,MEDIUM,String,9,Adobe | Amazon | Apple | Bloomberg | Google | Meta | Microsoft | Twitter | Uber,https://leetcode.com/problems/multiply-strings,"Math, String, Simulation"
697,Palindromic Substrings,MEDIUM,String,9,Cisco | Citadel | Goldman Sachs | Linkedln | Meta | Oracle | PayPal | Salesforce | Walmart,https://leetcode.com/problems/palindromic-substrings,"Two Pointers, String, Dynamic Programming"
698,Restore IP Addresses,MEDIUM,String,9,Adobe | Amazon | Apple | Cisco | Google | Meta | Microsoft | Oracle | Visa,https://leetcode.com/problems/restore-ip-addresses,"String, Backtracking"
699,String Compression,MEDIUM,String,9,Amazon | Apple | Bloomberg | Goldman Sachs | IBM | Oracle | Salesforce | ServiceNow | Snap,https://leetcode.com/problems/string-compression,"Two Pointers, String"
700,Count and Say,MEDIUM,String,8,Adobe | Amazon | Apple | Bloomberg | Meta | Microsoft | PayPal | Yahoo,https://leetcode.com/problems/count-and-say,String
701,Longest Repeating Character Replacement,MEDIUM,String,8,Adobe | Amazon | Bloomberg | ByteDance | Flipkart | Goldman Sachs | Google | Oracle,https://leetcode.com/problems/longest-repeating-character-replacement,"Hash Table, String, Sliding Window"
702,Implement Trie (Prefix Tree),MEDIUM,String,7,Apple | Citadel | NVIDIA | Oracle | ServiceNow | Snowflake | Twitter,https://leetcode.com/problems/implement-trie-prefix-tree,"Hash Table, String, Design, Trie"
703,Reorganize String,MEDIUM,String,7,Amazon | Citadel | Goldman Sachs | Intuit | PayPal | Tesla | Walmart,https://leetcode.com/problems/reorganize-string,"Hash Table, String, Greedy, Sorting, Heap (Priority Queue), Counting"
704,Palindrome Partitioning,MEDIUM,String,6,Amazon | Bloomberg | Meta | Uber | Walmart | Yahoo,https://leetcode.com/problems/palindrome-partitioning,"String, Dynamic Programming, Backtracking"
705,Longest Common Subsequence,MEDIUM,String,5,ByteDance | Citadel | Goldman Sachs | Salesforce | Walmart,https://leetcode.com/problems/longest-common-subsequence,"String, Dynamic Programming"
706,Minimum Remove to Make Valid Parentheses,MEDIUM,String,5,Bloomberg | Google | Meta | Netflix | Snap,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses,"String, Stack"
707,Time Based Key-Value Store,MEDIUM,String,5,Apple | Databricks | Netflix | Oracle | Snowflake,https://leetcode.com/problems/time-based-key-value-store,"Hash Table, String, Binary Search, Design"
708,Validate IP Address,MEDIUM,String,5,Apple | Cisco | NVIDIA | ServiceNow | Twitter,https://leetcode.com/problems/validate-ip-address,String
709,Remove All Adjacent Duplicates in String II,MEDIUM,String,4,Goldman Sachs | Meta | Oracle | Walmart,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii,"String, Stack"
710,Remove K Digits,MEDIUM,String,4,Cisco | DEShaw | Snap | Snowflake,https://leetcode.com/problems/remove-k-digits,"String, Stack, Greedy, Monotonic Stack"
711,Robot Bounded In Circle,MEDIUM,String,4,Apple | Goldman Sachs | Linkedln | NVIDIA,https://leetcode.com/problems/robot-bounded-in-circle,"Math, String, Simulation"
712,Compare Version Numbers,MEDIUM,String,3,Apple | ByteDance | Cisco,https://leetcode.com/problems/compare-version-numbers,"Two Pointers, String"
713,Design Add and Search Words Data Structure,MEDIUM,String,3,Atlassian | Linkedln | Snowflake,https://leetcode.com/problems/design-add-and-search-words-data-structure,"String, Depth-First Search, Design, Trie"
714,Find All Anagrams in a String,MEDIUM,String,3,Databricks | Intuit | Snowflake,https://leetcode.com/problems/find-all-anagrams-in-a-string,"Hash Table, String, Sliding Window"
715,Fraction to Recurring Decimal,MEDIUM,String,3,Goldman Sachs | Google | ServiceNow,https://leetcode.com/problems/fraction-to-recurring-decimal,"Hash Table, Math, String"
716,Minimum Add to Make Parentheses Valid,MEDIUM,String,3,Meta | NVIDIA | Walmart,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid,"String, Stack, Greedy"
